Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
8/2/2017,17.905896,18.15785611,17.86390346,17.95628738,1116100,0,0
8/1/2017,18.21664626,18.21664626,17.75472021,17.93949127,3059100,0,0
7/31/2017,18.09906607,18.27543832,17.98148564,18.2166481,1369400,0,0
7/28/2017,18.17465402,18.2502419,17.97308688,18.05707359,1234700,0,0
7/27/2017,17.7127287,18.27543754,17.66233732,18.22504616,3838400,0,0
7/26/2017,17.87230152,17.91429406,17.59514654,17.67073441,1769900,0,0
7/25/2017,17.62874326,17.94789244,17.5867507,17.8555069,2105500,0,0
7/24/2017,17.38518071,17.6371392,17.34318656,17.4691658,1584300,0,0
7/21/2017,17.7547215,17.78831682,17.40197861,17.4523716,3575400,0,0
7/20/2017,17.88909836,17.92269368,17.72112656,17.72112656,1855700,0,0
7/19/2017,17.76311981,18.03187598,17.68753193,17.93109322,972900,0,0
7/18/2017,17.95628625,17.96468508,17.62034107,17.71272659,1103200,0,0
7/17/2017,17.66233705,18.12426152,17.6203429,17.87230301,1729300,0,0
7/14/2017,17.84710852,17.90589874,17.61194604,17.6539402,1229900,0,0
7/13/2017,17.83870775,17.99828233,17.67073594,17.77151871,1749400,0,0
7/12/2017,17.76312031,17.85550584,17.62034339,17.62874222,1087000,0,0
7/11/2017,17.60354614,17.69593168,17.47756688,17.60354614,1167700,0,0
7/10/2017,17.54475594,17.65393914,17.46077083,17.54475594,1646500,0,0
7/7/2017,17.7631211,17.8723043,17.5195614,17.56155396,1855900,0,0
7/6/2017,17.94789246,18.09066939,17.69593233,17.73792648,1508300,0,0
7/5/2017,18.10746229,18.23344153,17.95628656,18.06546974,2684200,0,0
7/3/2017,18.2838368,18.4770051,18.10746455,18.14105988,1409400,0,0
6/30/2017,18.26703644,18.30902898,17.96468498,18.14945602,1151100,0,0
6/29/2017,18.10746188,18.29223292,17.87230105,18.14945602,1733200,0,0
6/28/2017,18.05707091,18.27543568,17.9982807,18.06546974,3161400,0,0
6/27/2017,17.69593005,18.05707175,17.67073517,17.95628738,1747200,0,0
6/26/2017,17.35998416,17.77991604,17.35158533,17.74632072,2307200,0,0
6/23/2017,17.19201348,17.35158807,17.01564283,17.34318924,1747800,0,0
6/22/2017,17.20881075,17.46077087,17.16681819,17.2508049,4211400,0,0
6/21/2017,17.35158815,17.59514945,17.0408394,17.18361473,2194200,0,0
6/20/2017,17.40197641,17.45236938,17.19201047,17.33478737,1796200,0,0
6/19/2017,17.34318656,17.61194271,17.09122807,17.4691658,2133400,0,0
6/16/2017,17.73792747,17.77992003,17.21721111,17.292799,3683000,0,0
6/15/2017,18.07387098,18.18305258,17.75472181,17.82191086,2321100,0,0
6/14/2017,18.44341098,18.44341098,17.84710837,18.16625595,2481100,0,0
6/13/2017,18.29223518,18.61978157,18.11586294,18.46020699,1918400,0,0
6/12/2017,18.4266122,18.60298283,18.13265955,18.23344231,3281900,0,0
6/9/2017,17.9142954,18.5525921,17.88909891,18.48540306,2955700,0,0
6/8/2017,18.60298599,18.83814847,17.91429782,17.94789314,3618800,0,0
6/7/2017,18.44341039,18.65337637,18.33422879,18.51060104,2154800,0,0
6/6/2017,18.6869714,18.77935694,18.38461989,18.39301872,3105400,0,0
6/5/2017,18.68696821,18.95572435,18.44340696,18.88013649,1955700,0.38,0
6/2/2017,18.77011442,18.81140466,18.45631645,18.7205677,2350500,0,0
6/1/2017,18.29115542,18.96004149,18.25812481,18.81140137,3691000,0,0
5/31/2017,18.69579087,18.74533915,18.07645149,18.28289795,5406500,0,0
5/30/2017,18.31592927,18.93526862,18.30767122,18.63798523,5679900,0,0
5/26/2017,18.26638545,18.50586255,17.547951,18.34896278,14212000,0,0
5/25/2017,19.48854601,19.54635076,18.77011164,19.5050621,7738500,0,0
5/24/2017,18.67101993,18.88572445,18.52237821,18.75359726,2448100,0,0
5/23/2017,20.12440158,20.12440158,18.68753283,18.71230698,5634800,0,0
5/22/2017,20.10788609,20.31433255,19.85189291,19.86014938,2455900,0,0
5/19/2017,19.65370017,20.07485109,19.47202787,20.00053024,2669600,0,0
5/18/2017,19.76931357,19.86014894,19.42248345,19.63718796,1748200,0,0
5/17/2017,20.20697956,20.20697956,19.6124143,19.68673515,2207700,0,0
5/16/2017,20.09137023,20.24001194,19.73628206,20.20697975,2034700,0,0
5/15/2017,19.93447217,20.38039734,19.90144155,20.11614609,2139400,0,0
5/12/2017,20.0500801,20.10788486,19.6371872,19.84363365,1820300,0,0
5/11/2017,20.73548278,20.900639,20.01704842,20.10788536,3047700,0,0
5/10/2017,20.26478525,20.75199744,20.18220635,20.60335732,2409300,0,0
5/9/2017,20.09136798,20.42994002,19.89317958,20.22349358,1950000,0,0
5/8/2017,19.8188582,20.20697694,19.68673261,20.1326561,2215700,0,0
5/5/2017,19.57112588,19.82711906,19.47203088,19.81886101,1170600,0,0
5/4/2017,19.80234389,19.93446949,19.43074121,19.46377182,1464000,0,0
5/3/2017,19.37293175,19.81885678,19.30686895,19.79408264,3127300,0,0
5/2/2017,18.85269065,19.44725589,18.7783698,19.35642052,1788200,0,0
5/1/2017,18.80314332,19.19126208,18.62972748,18.81140137,2744800,0,0
4/28/2017,19.06739556,19.06739556,18.55540763,18.73708153,3104300,0,0
4/27/2017,19.54635075,19.57938136,19.02610637,19.07565308,2970300,0,0
4/26/2017,19.33990438,19.80234401,19.24906744,19.52983475,2211600,0,0
4/25/2017,19.25732435,19.39770799,19.07565204,19.32338715,1441700,0,0
4/24/2017,19.32338725,19.3977081,18.96004106,19.17474556,2716400,0,0
4/21/2017,19.19126158,19.21603572,18.94352647,19.14997292,1766200,0,0
4/20/2017,18.95178452,19.34816132,18.95178452,19.14997292,1906600,0,0
4/19/2017,18.92701088,19.10042514,18.79488527,18.81140137,1680500,0,0
4/18/2017,18.86094856,18.97655808,18.6710182,18.86094856,1986300,0,0
4/17/2017,18.53889231,18.95178522,18.49760208,18.90223694,3554500,0,0
4/13/2017,18.21683551,18.53063502,18.1507727,18.48108673,3663600,0,0
4/12/2017,18.31592696,18.31592696,18.05993383,18.22509003,1883100,0,0
4/11/2017,18.00213244,18.29115783,17.90303901,18.25812721,2718400,0,0
4/10/2017,17.83697441,18.26638342,17.80394222,18.06819344,2345300,0,0
4/7/2017,18.01864599,18.18380378,17.82045758,17.88652039,3754500,0,0
4/6/2017,18.1342573,18.30767316,17.95258498,18.03516388,3296200,0,0
4/5/2017,18.32418913,18.40676804,17.95258486,17.96910095,2168900,0,0
4/4/2017,18.11774148,18.34070246,17.95258369,18.15077209,2237000,0,0
4/3/2017,18.59669878,18.67927768,18.10122693,18.16728973,2709100,0,0
3/31/2017,18.54715055,18.77837117,18.47283127,18.62147141,2934200,0,0
3/30/2017,18.08471188,18.57192571,18.05168126,18.54715157,2222000,0,0
3/29/2017,17.9856158,18.28289762,17.81219996,18.12599945,3258300,0,0
3/28/2017,17.24240553,17.98561395,17.11853798,17.93606567,4278600,0,0
3/27/2017,16.78822521,17.4158226,16.71390436,17.2176342,6962300,0,0
3/24/2017,17.6470457,17.80394389,17.06073688,17.09376907,15944600,0,0
3/23/2017,19.94272546,20.18220408,19.65370014,19.78582573,4662200,0,0
3/22/2017,19.83537609,19.90969694,19.62067159,19.89318085,2042000,0,0
3/21/2017,19.84363401,19.93446938,19.33164611,19.82711792,2850500,0,0
3/20/2017,20.36387822,20.51251992,19.62067129,19.71976471,4116200,0,0
3/17/2017,20.05833874,20.37213666,19.98401788,20.34736252,5429100,0,0
3/16/2017,20.3060748,20.31433284,19.8518932,20.03356552,3133500,0,0
3/15/2017,20.36387712,20.4629721,20.06659373,20.37213516,2896500,0,0
3/14/2017,19.96750167,20.34736239,19.81885997,20.28129959,1849800,0,0
3/13/2017,20.45471717,20.47948974,19.9096986,19.97576141,3940100,0,0
3/10/2017,20.39691046,20.89238069,20.33910413,20.79328728,3049400,0.38,0
3/9/2017,20.33084488,20.5260208,20.18446255,20.33084488,2398700,0,0
3/8/2017,20.12753643,20.46909469,20.0136842,20.33084488,2380400,0,0
3/7/2017,20.16006776,20.22512641,19.85917056,20.06247902,2314600,0,0
3/6/2017,20.55855138,20.57481488,20.09500681,20.25765419,2275600,0,0
3/3/2017,20.37963746,20.59107842,20.33897639,20.55854988,1827900,0,0
3/2/2017,19.89983334,20.41217158,19.88356984,20.31458282,2475400,0,0
3/1/2017,19.98115588,20.27392057,19.74531886,19.90796471,3341500,0,0
2/28/2017,21.41244834,21.41244834,19.16792261,19.87543678,7757900,0,0
2/27/2017,21.31485957,21.69708049,20.8838466,21.5669632,2301300,0,0
2/24/2017,20.77812423,21.55069701,20.69680208,21.37178612,1991700,0,0
2/23/2017,21.40431667,21.42058172,20.75373015,20.7862587,2462200,0,0
2/22/2017,21.30673046,21.38805262,21.1603481,21.35552406,1377700,0,0
2/21/2017,21.01396412,21.3473899,20.94077295,21.32299232,2720300,0,0
2/17/2017,20.63174577,20.82692173,20.56668712,20.79439163,1241700,0,0
2/16/2017,20.90010936,21.04649014,20.5748146,20.67240334,1795800,0,0
2/15/2017,20.94077043,21.20913752,20.76999207,20.965168,2146700,0,0
2/14/2017,20.55042445,21.03836518,20.5341594,20.93264389,1542700,0,0
2/13/2017,20.94077258,21.02209628,20.57481671,20.63174438,1470800,0,0
2/10/2017,20.75372817,20.94077158,20.56668476,20.86758041,1521000,0,0
2/9/2017,20.16006738,20.65613896,20.12753728,20.64800644,1488300,0,0
2/8/2017,19.99742301,20.21699655,19.95676193,20.16007042,1388400,0,0
2/7/2017,20.08687877,20.33084833,19.93236389,20.0299511,2179600,0,0
2/6/2017,20.11940746,20.2901874,19.94049655,20.07061386,1704600,0,0
2/3/2017,19.80224503,20.24952304,19.74531891,20.11940575,2242700,0,0
2/2/2017,19.83476979,19.98928463,19.73718261,19.82663727,1651800,0,0
2/1/2017,19.91609628,20.03808105,19.58267054,19.76158142,1752900,0,0
1/31/2017,19.50134631,19.95675835,19.40375912,19.91609573,1596900,0,0
1/30/2017,19.61520214,19.70465682,19.39562862,19.66399574,1731300,0,0
1/27/2017,19.74531833,19.92422922,19.4850822,19.76971436,2669400,0,0
1/26/2017,19.72092124,20.07874458,19.61520152,19.69652367,3160300,0,0
1/25/2017,19.51761299,19.69652388,19.46068686,19.65586281,1887700,0,0
1/24/2017,19.46881806,19.63959641,19.28990562,19.41189194,2850600,0,0
1/23/2017,19.24924664,19.51761376,19.07033573,19.46068764,2186300,0,0
1/20/2017,19.07846715,19.21671698,18.97274743,19.17605591,2566100,0,0
1/19/2017,19.13539439,19.26551169,18.85076221,18.95648193,2002400,0,0
1/18/2017,18.94835033,19.2085865,18.62305707,19.10286522,2180900,0,0
1/17/2017,18.49293448,19.31430071,18.44414089,18.98087502,4983400,0,0
1/13/2017,18.12698239,18.85889251,18.11071734,18.48480415,14823900,0,0
1/12/2017,20.01368521,20.28205231,19.98928764,20.10313988,2643200,0,0
1/11/2017,20.11940494,20.43656564,19.92422901,20.01368523,2543400,0,0
1/10/2017,19.94049493,20.41217051,19.87543628,20.03808212,2243100,0,0
1/9/2017,20.00555195,20.05434554,19.78597845,19.91609573,1646700,0,0
1/6/2017,20.45283118,20.46909623,19.92422949,19.94049454,2333600,0,0
1/5/2017,20.78625537,20.78625537,20.24952119,20.33084488,3037700,0,0
1/4/2017,20.80251994,21.18473925,20.80251994,21.07901955,2244300,0,0
1/3/2017,20.68867051,20.71306653,20.34711221,20.63174438,1941400,0,0
12/30/2016,20.6724032,20.94077029,20.50975582,20.54228592,1747800,0,0
12/29/2016,20.52602379,20.94890579,20.52602379,20.60734749,1714800,0,0
12/28/2016,20.97330081,21.1034181,20.39590399,20.55041885,1716100,0,0
12/27/2016,20.66427321,21.14408133,20.65614068,21.10342026,1596100,0,0
12/23/2016,20.78625708,21.15221294,20.59108114,20.66427231,1977600,0,0
12/22/2016,21.44497808,21.44497808,20.36337708,20.37964058,2296500,0,0
12/21/2016,21.20100807,21.583229,21.02209717,21.46124268,1879400,0,0
12/20/2016,21.03022772,21.27419725,21.01396267,21.2416687,1031700,0,0
12/19/2016,20.6642712,21.07088811,20.6642712,21.06275558,1316700,0,0
12/16/2016,20.61547722,20.88384431,20.56668362,20.67240334,3383300,0,0
12/15/2016,20.55042136,20.90824317,20.41217154,20.60734749,1964800,0,0
12/14/2016,21.42057723,21.48563587,20.48535872,20.55854988,2373300,0,0
12/13/2016,21.55883143,21.83533109,21.41244907,21.46124268,2399300,0,0
12/12/2016,21.19287675,21.52630256,20.95703971,21.48564148,2146200,0,0
12/9/2016,21.06275633,21.41244714,20.95703662,21.16034508,2451700,0,0
12/8/2016,21.14407989,21.29046223,20.76999306,21.11968231,3100200,0,0
12/7/2016,20.46909501,21.23353523,20.46096249,21.09528542,2799300,0,0
12/6/2016,20.04621429,20.27392033,19.99742069,20.24139023,1508000,0,0
12/5/2016,19.87543589,20.23325767,19.73718607,19.94049454,2335300,0,0
12/2/2016,20.01368607,20.19259697,19.62333264,19.73718643,1572800,0,0
12/1/2016,20.05434717,20.34711186,19.8835688,20.03808212,1440700,0,0
11/30/2016,19.89169803,20.20072774,19.72091967,20.07874298,3192300,0,0
11/29/2016,20.2088604,20.35524273,19.8022435,19.91609573,2321100,0.37,0
11/28/2016,20.83301326,20.83301326,19.83943896,20.15193367,2815700,0,0
11/25/2016,20.94518971,21.22563441,20.65673365,20.68878365,2313300,0,0
11/23/2016,19.855464,21.16153296,19.74328521,20.88108826,9376800,0,0
11/22/2016,18.98208159,19.39874072,18.90996719,19.31861496,3741700,0,0
11/21/2016,18.85387879,18.88592879,18.55740829,18.79778862,2235500,0,0
11/18/2016,18.72567574,18.86189167,18.45324389,18.79778862,1679000,0,0
11/17/2016,18.67759846,18.82984015,18.43721813,18.79778862,1143500,0,0
11/16/2016,18.05261141,18.57343654,17.980497,18.47728348,1708300,0,0
11/15/2016,18.373114,18.42118975,17.78017462,18.14875793,2216800,0,0
11/14/2016,17.9804944,18.66157402,17.94844287,18.42119217,2075400,0,0
11/11/2016,17.4756944,17.9244066,17.22730118,17.88434219,2197400,0,0
11/10/2016,17.43563112,18.04459635,17.39556671,17.52377129,2523800,0,0
11/9/2016,16.49814494,17.31544048,16.42603053,17.25133896,1740500,0,0
11/8/2016,16.93884069,17.02698084,16.71448615,16.75454903,1884000,0,0
11/7/2016,16.82666592,17.25133947,16.62634847,17.01897049,2881800,0,0
11/4/2016,16.65840024,17.00294498,16.51417143,16.61032295,3076400,0,0
11/3/2016,16.64237491,16.76256508,16.44205745,16.69045067,5559900,0,0
11/2/2016,16.49814276,17.25934956,16.1055208,16.77057457,13653300,0,0
11/1/2016,19.23848642,19.23848642,18.68560988,18.87791443,2499200,0,0
10/31/2016,19.19041257,19.37470426,19.03817088,19.27053833,2151200,0,0
10/28/2016,19.22246498,19.4067567,18.98208462,19.15035057,1871100,0,0
10/27/2016,19.90354329,19.95963193,19.14233632,19.22246361,2703400,0,0
10/26/2016,19.81540445,20.1839894,19.51092256,19.84745598,3323900,0,0
10/25/2016,20.04776982,20.15193422,19.75129934,19.83142662,1909900,0,0
10/24/2016,20.3282141,20.3282141,19.91155347,20.1439209,1873500,0,0
10/21/2016,20.10385638,20.10385638,19.80738593,20.03975487,1753200,0,0
10/20/2016,19.99168334,20.19200081,19.95963182,20.1198864,2265400,0,0
10/19/2016,19.93558906,20.03975498,19.59104438,20.0317421,2332400,0,0
10/18/2016,20.0077081,20.11988692,19.85546793,19.88751793,2069400,0,0
10/17/2016,20.288155,20.48847249,19.75130407,19.79136848,5481500,0,0
10/14/2016,20.49648199,20.58462216,20.11988573,20.33622742,3136100,0,0
10/13/2016,20.83301398,20.94519126,20.31218894,20.40834045,2680300,0,0
10/12/2016,20.94519103,21.20159711,20.83301375,20.92916679,2446800,0,0
10/11/2016,21.49005353,21.52210506,20.84102549,20.87307549,2142200,0,0
10/10/2016,21.50608264,21.74646299,21.35384095,21.49806976,1599600,0,0
10/7/2016,21.47402971,21.57819564,21.20961074,21.37787819,2145400,0,0
10/6/2016,21.6983858,21.71441156,21.07339481,21.37787819,3747500,0,0
10/5/2016,21.85062905,22.01889498,21.59422294,21.79454041,1941100,0,0
10/4/2016,22.25927569,22.30735145,21.65832334,21.7384491,2345700,0,0
10/3/2016,22.10703185,22.32337505,21.99485458,22.25927353,1625400,0,0
9/30/2016,21.93876722,22.19517485,21.83460282,22.10703468,1788800,0,0
9/29/2016,22.03491949,22.16312253,21.73844899,21.74646187,1758100,0,0
9/28/2016,21.99485697,22.32337747,21.79453952,22.02690697,1166400,0,0
9/27/2016,22.15510914,22.2432493,21.85062729,21.97883034,1443000,0,0
9/26/2016,22.52369442,22.59580882,22.14709663,22.14709663,1074900,0,0
9/23/2016,22.62785813,22.90028998,22.58779526,22.58779526,1370200,0,0
9/22/2016,22.6679251,22.79612816,22.34741593,22.65189934,1790300,0,0
9/21/2016,22.2672883,22.56375727,22.20318525,22.53971863,1663700,0,0
9/20/2016,22.49965643,22.57978372,22.1390844,22.21119881,1865100,0,0
9/19/2016,21.94677714,22.57978095,21.94677714,22.35542488,3349800,0,0
9/16/2016,21.80255144,21.84261585,21.55415822,21.70639992,1922000,0,0
9/15/2016,21.53813185,21.85062812,21.38589169,21.83460236,2210500,0,0
9/14/2016,22.139082,22.139082,21.58620698,21.65832138,1854300,0,0
9/13/2016,21.5942203,21.94677789,21.4820415,21.62627029,2825400,0,0
9/12/2016,21.93876252,21.93876252,21.51409058,21.66633224,3607000,0,0
9/9/2016,22.38747817,22.45959258,21.77050007,21.77851295,2485400,0,0
9/8/2016,22.41151368,22.52369248,22.23523489,22.25927353,1728800,0,0
9/7/2016,22.45959287,22.61984591,22.34741406,22.53971863,1516100,0.37,0
9/6/2016,22.44345947,22.67279787,22.34065358,22.4355526,1944100,0,0
9/2/2016,22.30902056,22.52254222,22.17458267,22.45136833,1690100,0,0
9/1/2016,22.51463319,22.60162383,22.1192234,22.16667366,2094800,0,0
8/31/2016,22.52254222,22.8942284,22.38810282,22.45136833,2828000,0,0
8/30/2016,22.8467803,22.90213744,22.35647294,22.53045273,2859100,0,0
8/29/2016,22.73606394,22.91004372,22.41182802,22.91004372,4405600,0,0
8/26/2016,23.89856979,24.12790822,22.68861666,22.72815704,14493400,0,0
8/25/2016,25.04525691,25.50393222,24.73683774,25.43275833,6167300,0,0
8/24/2016,25.40903677,25.63046532,25.00571856,25.07689095,2715400,0,0
8/23/2016,25.3299549,25.83607904,25.17179186,25.37740517,2840300,0,0
8/22/2016,25.30622999,25.38531075,24.7210236,24.87918663,1671900,0,0
8/19/2016,24.56285796,25.24296335,24.42841856,25.08479881,2164800,0,0
8/18/2016,24.46005429,24.6656676,24.17535871,24.64985085,1580100,0,0
8/17/2016,24.41260402,24.46796116,24.12000008,24.37306213,1762400,0,0
8/16/2016,25.03735233,25.26669077,24.64194247,24.64985085,1586900,0,0
8/15/2016,24.76056237,25.36949536,24.76056237,25.09270668,1430100,0,0
8/12/2016,24.51541098,25.09270901,24.37306319,24.79219818,2146000,0,0
8/11/2016,24.14372449,24.64984858,24.06464222,24.60239983,2477800,0,0
8/10/2016,23.40825818,23.90647381,23.40825818,23.84320831,1750300,0,0
8/9/2016,23.53479134,23.89856763,23.32917806,23.43198395,2247600,0,0
8/8/2016,23.83530698,24.03301192,23.4398971,23.55852127,2044100,0,0
8/5/2016,23.63760142,24.19117584,23.5743359,23.75622559,2612300,0,0
8/4/2016,23.36081195,23.72458824,23.27382131,23.45570946,1206600,0,0
8/3/2016,22.96540314,23.59014988,22.59371695,23.43989372,2360100,0,0
8/2/2016,24.16744933,24.2148996,23.10775083,23.12356758,3420700,0,0
8/1/2016,24.49168445,24.50750121,23.8669377,24.00137711,2887600,0,0
7/29/2016,24.71311351,24.71311351,24.16744754,24.47586823,1597300,0,0
7/28/2016,24.67357598,24.77638188,24.34934001,24.64985085,1421900,0,0
7/27/2016,24.84755303,24.97408405,24.59449099,24.76847076,2183200,0,0
7/26/2016,24.3730611,24.75265416,24.0725503,24.71311378,2521100,0,0
7/25/2016,24.13581718,24.48377676,23.76413097,24.42051125,2252200,0,0
7/22/2016,24.51540659,24.66566273,24.23861944,24.36515045,2590400,0,0
7/21/2016,24.63402969,25.187604,24.47586668,24.52331543,4365100,0,0
7/20/2016,23.81158153,24.76847263,23.75622439,24.6103096,3771100,0,0
7/19/2016,24.4126031,24.75265429,23.73249773,23.8748455,4359200,0,0
7/18/2016,22.14295006,24.04091691,22.04014417,23.8748455,7792200,0,0
7/15/2016,22.7756057,22.7756057,22.12713381,22.13504219,2468500,0,0
7/14/2016,22.89423117,23.01285383,22.50672819,22.63326073,1997100,0,0
7/13/2016,22.80723902,23.09193458,22.680708,22.8151474,2952800,0,0
7/12/2016,22.71234029,22.9100452,22.5383605,22.72815704,3023300,0,0
7/11/2016,22.22994055,22.76769815,22.18249029,22.49881935,3566700,0,0
7/8/2016,21.09116096,21.66055058,21.08325258,21.64473534,2104100,0,0
7/7/2016,20.97253896,21.37585719,20.71156852,20.82228279,2270700,0,0
7/6/2016,20.74319831,20.94090322,20.3477885,20.93299484,2490300,0,0
7/5/2016,21.3758568,21.39958043,20.52967847,20.79855728,2141100,0,0
7/1/2016,21.25723222,21.65264206,21.13860957,21.39958,2632600,0,0
6/30/2016,20.96462997,21.10697775,20.57712851,21.01998711,1859200,0,0
6/29/2016,20.93299448,21.32840429,20.85391373,20.88554573,2485300,0,0
6/28/2016,20.42687128,20.70365846,20.26079988,20.60085106,2880800,0,0
6/27/2016,20.01564503,20.53758588,19.91283914,20.16590118,3060700,0,0
6/24/2016,19.99192273,20.34779069,19.97610597,20.03937149,1843000,0,0
6/23/2016,20.90136506,20.99626258,20.69575176,20.82228279,1518500,0,0
6/22/2016,20.52967631,20.78273985,20.41105367,20.56130981,1786700,0,0
6/21/2016,20.85391314,20.91717864,20.33197082,20.43477821,1569600,0,0
6/20/2016,20.91717975,21.20978217,20.83809749,20.87763786,2280600,0,0
6/17/2016,20.54549604,21.03580493,20.387333,20.67993546,2594800,0,0
6/16/2016,20.60876064,20.70365966,20.3477902,20.50595474,2230800,0,0
6/15/2016,20.32406474,20.89345432,20.25289085,20.66411591,3626600,0,0
6/14/2016,20.53758823,20.59294688,20.04728083,20.34779167,3149000,0,0
6/13/2016,20.91718156,21.09116135,20.57712885,20.58503723,2331700,0,0
6/10/2016,21.31258824,21.31258824,20.68784005,20.98044395,4522100,0,0
6/9/2016,22.19830602,22.35647054,21.47075192,21.56565094,3397000,0,0
6/8/2016,22.5146371,22.63326127,22.28530016,22.32484055,1920400,0,0
6/7/2016,22.53045044,22.76769723,22.45927656,22.50672531,1821000,0,0
6/6/2016,22.35647017,22.61744057,22.17458202,22.51463318,1955200,0.37,0
6/3/2016,22.60616194,22.67641601,22.09877253,22.34856415,2209700,0,0
6/2/2016,22.62177347,22.88717742,22.44223594,22.55151939,1968100,0,0
6/1/2016,22.65299606,22.7935042,22.20805462,22.59835434,3722300,0,0
5/31/2016,22.5515179,22.91059443,22.34856187,22.71544456,9935800,0,0
5/27/2016,21.88801354,22.58274671,21.58357869,22.48126793,7559600,0,0
5/26/2016,23.41018235,23.74584042,23.33212209,23.40237617,3425500,0,0
5/25/2016,22.4578509,23.29309223,22.37979064,23.2072258,4611800,0,0
5/24/2016,22.16121707,22.6061585,21.97387339,22.40320396,3522600,0,0
5/23/2016,22.332954,22.53591007,22.09877324,22.22366905,2005700,0,0
5/20/2016,22.38759442,22.43442998,22.01290701,22.23147392,2329300,0,0
5/19/2016,21.88800933,22.30953226,21.48209726,22.28611374,3142500,0,0
5/18/2016,22.11438442,22.14560911,21.68505527,21.88020515,3887200,0,0
5/17/2016,22.70764082,22.94962626,22.17683289,22.21586227,3047300,0,0
5/16/2016,22.45004192,22.73105822,22.29392142,22.65299797,3026100,0,0
5/13/2016,22.71544678,22.88717814,22.17683268,22.4266243,2963600,0,0
5/12/2016,22.87156356,22.94181763,22.5202947,22.71544456,2149700,0,0
5/11/2016,23.53507527,23.53507527,22.57493822,22.79350662,2999300,0,0
5/10/2016,23.62094037,23.93317986,23.4257905,23.82389641,1318700,0,0
5/9/2016,23.49604536,23.80047869,23.44920981,23.56629944,1884600,0,0
5/6/2016,23.58191231,23.59752466,22.92621004,23.4882412,1955700,0,0
5/5/2016,23.95660247,24.0112442,23.39456979,23.50385475,2147700,0,0
5/4/2016,24.35470684,24.4639903,23.67558456,23.99563026,2870800,0,0
5/3/2016,25.14310753,25.26800332,24.43276215,24.43276215,2640200,0,0
5/2/2016,25.61147281,25.65050219,24.94015671,25.26020241,2647500,0,0
4/29/2016,25.68172423,25.77539533,25.26800447,25.60366249,2118400,0,0
4/28/2016,25.89248187,26.00957297,25.58804856,25.68172264,2144800,0,0
4/27/2016,25.9159036,26.32181569,25.83784186,26.05641174,2835800,0,0
4/26/2016,25.56463529,26.02518915,25.44754417,26.0095768,1990300,0,0
4/25/2016,25.50999139,25.75978298,25.31484152,25.60366249,2062800,0,0
4/22/2016,25.18994572,25.68172423,25.12749633,25.60366249,22220500,0,0
4/21/2016,25.67391269,25.83003316,25.14310489,25.22116661,2581400,0,0
4/20/2016,25.36167786,25.98615684,25.23678207,25.67391586,2754000,0,0
4/19/2016,25.24459125,25.40851646,25.07285839,25.33045769,1662700,0,0
4/18/2016,24.86990163,25.28361843,24.69036261,25.14311028,1782200,0,0
4/15/2016,24.78403333,25.08846665,24.59668964,24.81525803,2585500,0,0
4/14/2016,24.4795996,24.76842057,23.89415001,24.70597267,2564900,0,0
4/13/2016,23.61313323,24.66694278,23.56629768,24.56546402,2172900,0,0
4/12/2016,23.41798712,23.78486838,23.19161253,23.4882412,1960100,0,0
4/11/2016,23.21502686,23.90195519,23.19941451,23.3243103,2045300,0,0
4/8/2016,22.84814704,23.31650702,22.73105741,23.01987839,2122600,0,0
4/7/2016,23.50385145,23.58191021,22.63738553,22.73105812,3673900,0,0
4/6/2016,23.61313701,24.27664694,23.25406192,23.4882412,2301500,0,0
4/5/2016,24.04246208,24.26103046,23.58971447,23.64435768,1751000,0,0
4/4/2016,24.50301886,24.52643738,23.97221094,24.14394379,1491800,0,0
4/1/2016,24.7684226,24.79184112,23.97221072,24.46398926,2135100,0,0
3/31/2016,24.87770803,25.31484335,24.72158752,24.76842308,2094000,0,0
3/30/2016,24.64352528,24.95576478,24.19858382,24.7918396,2522100,0,0
3/29/2016,23.55849383,24.92454299,23.41798567,24.59669113,3802500,0,0
3/28/2016,22.59835816,24.1595573,22.1690275,23.4882412,8247200,0,0
3/24/2016,23.68338776,23.80828355,23.11355051,23.62874603,4488100,0,0
3/23/2016,23.55849566,24.05027274,23.45701688,23.70681,1969200,0,0
3/22/2016,24.00343218,24.03465688,23.42578879,23.55849075,2175000,0,0
3/21/2016,24.13613892,24.71378243,23.45701664,24.08149719,3358700,0,0
3/18/2016,24.65133133,25.20555774,24.03465852,24.06588173,5542700,0,0
3/17/2016,25.11968835,25.15091304,24.20638701,24.47959709,3050200,0,0
3/16/2016,24.31567403,24.98698858,24.05807625,24.90892982,1562400,0,0
3/15/2016,24.59669085,24.76842221,23.39456688,24.02685356,2027900,0,0
3/14/2016,24.01124207,25.00260235,23.98001737,24.71378136,1730400,0,0
3/11/2016,23.83950995,24.26883909,23.7614497,24.00343513,1619300,0,0
3/10/2016,24.45618095,24.45618095,23.37114818,23.76144791,2049300,0,0
3/9/2016,23.71461412,24.64352802,23.54288275,24.42496109,2594500,0,0
3/8/2016,24.11271625,24.19077649,23.26966891,23.51165581,2328500,0,0
3/7/2016,24.22200485,24.74500662,23.71461395,23.99563026,2830300,0,0
3/4/2016,25.18994851,25.4163231,24.34690103,24.37812424,2530400,0.37,0
3/3/2016,24.20270082,25.42981489,24.1409593,25.24458885,3549000,0,0
